geneID	gene_name	description	chrom	desc	start	stop	strand
249	ALPL	alkaline phosphatase%2C liver/bone/kidney	1	gene	21835851	21904905	+
5909	RAP1GAP	RAP1 GTPase activating protein	1	gene	21922708	21995856	-
84196	USP48	ubiquitin specific peptidase 48	1	gene	22005084	22109688	-
401944	LDLRAD2	low density lipoprotein receptor class A domain containing 2	1	gene	22138758	22151714	+
3339	HSPG2	heparan sulfate proteoglycan 2	1	gene	22148725	22263790	-
23436	CELA3B	chymotrypsin like elastase family member 3B	1	gene	22303387	22315847	+
10136	CELA3A	chymotrypsin like elastase family member 3A	1	gene	22328149	22339035	+
101928043	LINC01635	long intergenic non-protein coding RNA 1635	1	gene	22350487	22352541	-
29092	LINC00339	long intergenic non-protein coding RNA 339	1	gene	22351684	22357717	+
998	CDC42	cell division cycle 42	1	gene	22379120	22419436	+
54361	WNT4	Wnt family member 4	1	gene	22443798	22469519	-
100616433	MIR4418	microRNA 4418	1	gene	22592732	22592793	+
9923	ZBTB40	zinc finger and BTB domain containing 40	1	gene	22778344	22857650	+
2046	EPHA8	EPH receptor A8	1	gene	22889995	22930087	+
102466615	MIR6127	microRNA 6127	1	gene	22959751	22959859	-
712	C1QA	complement C1q A chain	1	gene	22962999	22966175	+
714	C1QC	complement C1q C chain	1	gene	22970110	22974604	+
713	C1QB	complement C1q B chain	1	gene	22979474	22988130	+
2048	EPHB2	EPH receptor B2	1	gene	23037331	23247993	+
100616391	MIR4684	microRNA 4684	1	gene	23046010	23046091	+
100422914	MIR4253	microRNA 4253	1	gene	23189652	23189719	-
646262	LACTBL1	lactamase beta like 1	1	gene	23279536	23298809	-
729059	C1orf234	chromosome 1 open reading frame 234	1	gene	23337327	23342343	-
23028	KDM1A	lysine demethylase 1A	1	gene	23345941	23410184	+
100422866	MIR3115	microRNA 3115	1	gene	23370798	23370865	+
100616177	MIR4419A	microRNA 4419a	1	gene	23384351	23384427	-
7798	LUZP1	leucine zipper protein 1	1	gene	23410516	23495351	-
3352	HTR1D	5-hydroxytryptamine receptor 1D	1	gene	23518388	23521222	-
100996511	LINC01355	long intergenic non-protein coding RNA 1355	1	gene	23607802	23612011	-
10236	HNRNPR	heterogeneous nuclear ribonucleoprotein R	1	gene	23631181	23670857	-
80818	ZNF436	zinc finger protein 436	1	gene	23685941	23696357	-
148898	ZNF436-AS1	ZNF436 antisense RNA 1	1	gene	23695464	23698332	+
6920	TCEA3	transcription elongation factor A3	1	gene	23707402	23751272	-
55616	ASAP3	ArfGAP with SH3 domain%2C ankyrin repeat and PH domain 3	1	gene	23755056	23810750	-
1870	E2F2	E2F transcription factor 2	1	gene	23832920	23857712	-
101928163	LOC101928163	uncharacterized LOC101928163	1	gene	23848422	23854911	+
3399	ID3	inhibitor of DNA binding 3%2C HLH protein	1	gene	23884421	23886285	-
259283	MDS2	myelodysplastic syndrome 2 translocation associated	1	gene	23953824	23967058	+
6135	RPL11	ribosomal protein L11	1	gene	24018269	24022915	+
6924	ELOA	elongin A	1	gene	24069856	24088549	+
100506963	ELOA-AS1	ELOA antisense RNA 1	1	gene	24086872	24104787	-
57095	PITHD1	PITH domain containing 1	1	gene	24104876	24114722	+
11313	LYPLA2	lysophospholipase II	1	gene	24117646	24122029	+
2582	GALE	UDP-galactose-4-epimerase	1	gene	24122089	24127294	-
3155	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	1	gene	24128367	24151949	-
2517	FUCA1	fucosidase%2C alpha-L- 1%2C tissue	1	gene	24171567	24194859	-
1269	CNR2	cannabinoid receptor 2 (macrophage)	1	gene	24200460	24239817	-
100616492	MIR378F	microRNA 378f	1	gene	24255560	24255637	+
55629	PNRC2	proline rich nuclear receptor coactivator 2	1	gene	24286301	24289952	+
10772	SRSF10	serine and arginine rich splicing factor 10	1	gene	24290837	24306953	-
127294	MYOM3	myomesin 3	1	gene	24382531	24438665	-
58985	IL22RA1	interleukin 22 receptor subunit alpha 1	1	gene	24446261	24469775	-
163702	IFNLR1	interferon lambda receptor 1	1	gene	24480647	24513765	-
284632	LOC284632	uncharacterized LOC284632	1	gene	24526730	24538180	+
57822	GRHL3	grainyhead like transcription factor 3	1	gene	24645812	24690972	+
90529	STPG1	sperm tail PG-rich repeat containing 1	1	gene	24683489	24741587	-
57185	NIPAL3	NIPA like domain containing 3	1	gene	24739977	24799473	+
100750325	RCAN3AS	RCAN3 antisense	1	gene	24822744	24828872	-
11123	RCAN3	RCAN family member 3	1	gene	24828841	24863510	+
100506985	LOC100506985	uncharacterized LOC100506985	1	gene	24865764	24882515	-
400746	NCMAP	non-compact myelin associated protein	1	gene	24882567	24935819	+
10250	SRRM1	serine and arginine repetitive matrix 1	1	gene	24969594	24999772	+
25932	CLIC4	chloride intracellular channel 4	1	gene	25071760	25170815	+
864	RUNX3	runt related transcription factor 3	1	gene	25226002	25291501	-
102465437	MIR6731	microRNA 6731	1	gene	25245836	25245907	-
100616365	MIR4425	microRNA 4425	1	gene	25349994	25350077	+
25949	SYF2	SYF2 pre-mRNA splicing factor	1	gene	25548767	25559013	-
57035	RSRP1	arginine and serine rich protein 1	1	gene	25568728	25664745	-
6007	RHD	Rh blood group D antigen	1	gene	25598977	25656936	+
23585	TMEM50A	transmembrane protein 50A	1	gene	25664789	25688852	+
6006	RHCE	Rh blood group CcEe antigens	1	gene	25688740	25747363	-
55219	TMEM57	transmembrane protein 57	1	gene	25757349	25826700	+
26119	LDLRAP1	low density lipoprotein receptor adaptor protein 1	1	gene	25870076	25895377	+
57134	MAN1C1	mannosidase alpha class 1C member 1	1	gene	25943959	26112698	+
57190	SELENON	selenoprotein N	1	gene	26126667	26144713	+
56181	MTFR1L	mitochondrial fission regulator 1 like	1	gene	26146397	26159433	+
646471	LOC646471	uncharacterized LOC646471	1	gene	26146445	26150097	-
79000	AUNIP	aurora kinase A and ninein interacting protein	1	gene	26158404	26185949	-
164091	PAQR7	progestin and adipoQ receptor family member 7	1	gene	26187975	26197744	-
3925	STMN1	stathmin 1	1	gene	26210677	26233368	-
100500808	MIR3917	microRNA 3917	1	gene	26232853	26232945	-
5051	PAFAH2	platelet activating factor acetylhydrolase 2	1	gene	26286258	26324648	-
2134	EXTL1	exostosin like glycosyltransferase 1	1	gene	26348271	26362955	+
7780	SLC30A2	solute carrier family 30 member 2	1	gene	26364513	26372629	-
84676	TRIM63	tripartite motif containing 63	1	gene	26377795	26394125	-
149420	PDIK1L	PDLIM1 interacting kinase 1 like	1	gene	26437656	26452039	+
79927	FAM110D	family with sequence similarity 110 member D	1	gene	26485511	26489119	+
51042	ZNF593	zinc finger protein 593	1	gene	26496388	26497364	+
10256	CNKSR1	connector enhancer of kinase suppressor of Ras 1	1	gene	26503981	26516375	+
378807	CATSPER4	cation channel sperm associated 4	1	gene	26517119	26529033	+
101928303	LOC101928303	uncharacterized LOC101928303	1	gene	26551811	26556331	+
64793	CEP85	centrosomal protein 85	1	gene	26560644	26605301	+
83442	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	1	gene	26606213	26608013	+
91544	UBXN11	UBX domain protein 11	1	gene	26608773	26644756	-
1043	CD52	CD52 molecule	1	gene	26644411	26647014	+
55057	AIM1L	absent in melanoma 1-like	1	gene	26648350	26680621	-
257101	ZNF683	zinc finger protein 683	1	gene	26688125	26699285	-
79727	LIN28A	lin-28 homolog A	1	gene	26737259	26756219	+
79947	DHDDS	dehydrodolichyl diphosphate synthase subunit	1	gene	26758773	26797797	+
101928324	LOC101928324	uncharacterized LOC101928324	1	gene	26789247	26794028	-
3151	HMGN2	high mobility group nucleosomal binding domain 2	1	gene	26798902	26803133	+
6195	RPS6KA1	ribosomal protein S6 kinase A1	1	gene	26856249	26901520	+
100302190	MIR1976	microRNA 1976	1	gene	26881033	26881084	+
101928728	LOC101928728	uncharacterized LOC101928728	1	gene	27018401	27020622	-
8289	ARID1A	AT-rich interaction domain 1A	1	gene	27022522	27108601	+
55650	PIGV	phosphatidylinositol glycan anchor biosynthesis class V	1	gene	27114454	27124894	+
84243	ZDHHC18	zinc finger DHHC-type containing 18	1	gene	27153201	27182211	+
2810	SFN	stratifin	1	gene	27189633	27190947	+
54707	GPN2	GPN-loop GTPase 2	1	gene	27205873	27216869	-
63906	GPATCH3	G-patch domain containing 3	1	gene	27216979	27226962	-
8431	NR0B2	nuclear receptor subfamily 0 group B member 2	1	gene	27237975	27240567	-
10726	NUDC	nuclear distribution C%2C dynein complex regulator	1	gene	27248213	27273362	+
126695	KDF1	keratinocyte differentiation factor 1	1	gene	27276047	27286901	-
388610	TRNP1	TMF1-regulated nuclear protein 1	1	gene	27320195	27327377	+
115572	FAM46B	family with sequence similarity 46 member B	1	gene	27331511	27339333	-
6548	SLC9A1	solute carrier family 9 member A1	1	gene	27425300	27481621	-
23038	WDTC1	WD and tetratricopeptide repeats 1	1	gene	27561007	27635124	+
84065	TMEM222	transmembrane protein 222	1	gene	27648636	27662891	+
84958	SYTL1	synaptotagmin like 1	1	gene	27668483	27680423	+
9064	MAP3K6	mitogen-activated protein kinase kinase kinase 6	1	gene	27681670	27693357	-
8547	FCN3	ficolin 3	1	gene	27695601	27701343	-
388611	CD164L2	CD164 molecule like 2	1	gene	27705666	27709823	-
2827	GPR3	G protein-coupled receptor 3	1	gene	27719148	27722318	+
10163	WASF2	WAS protein family member 2	1	gene	27730730	27816698	-
27245	AHDC1	AT-hook DNA binding motif containing 1	1	gene	27860756	27930005	-
2268	FGR	FGR proto-oncogene%2C Src family tyrosine kinase	1	gene	27938800	27961727	-
2537	IFI6	interferon alpha inducible protein 6	1	gene	27992572	27998724	-
199870	FAM76A	family with sequence similarity 76 member A	1	gene	28052490	28089426	+
23673	STX12	syntaxin 12	1	gene	28099694	28150963	+
5511	PPP1R8	protein phosphatase 1 regulatory subunit 8	1	gene	28157252	28178183	+
677774	SCARNA1	small Cajal body-specific RNA 1	1	gene	28160912	28161077	+
9473	THEMIS2	thymocyte selection associated family member 2	1	gene	28199054	28213196	+
6118	RPA2	replication protein A2	1	gene	28218035	28241308	-
27293	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	1	gene	28261466	28285668	+
55113	XKR8	XK related 8	1	gene	28285973	28294607	+
2140	EYA3	EYA transcriptional coactivator and phosphatase 3	1	gene	28296855	28415148	-
5724	PTAFR	platelet activating factor receptor	1	gene	28473677	28520447	-
22826	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	1	gene	28526789	28559542	-
93974	ATPIF1	ATPase inhibitory factor 1	1	gene	28562602	28564616	+
83667	SESN2	sestrin 2	1	gene	28585963	28609002	+
54797	MED18	mediator complex subunit 18	1	gene	28655513	28662478	+
65979	PHACTR4	phosphatase and actin regulator 4	1	gene	28696093	28826881	+
1104	RCC1	regulator of chromosome condensation 1	1	gene	28832455	28865708	+
8420	SNHG3	small nucleolar RNA host gene 3	1	gene	28832455	28837404	+
6080	SNORA73A	small nucleolar RNA%2C H/ACA box 73A	1	gene	28833877	28834083	+
26768	SNORA73B	small nucleolar RNA%2C H/ACA box 73B	1	gene	28835070	28835227	+
54952	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	1	gene	28879529	28905057	+
85028	SNHG12	small nucleolar RNA host gene 12	1	gene	28905050	28908366	-
692212	SNORD99	small nucleolar RNA%2C C/D box 99	1	gene	28905255	28905334	-
677838	SNORA61	small nucleolar RNA%2C H/ACA box 61	1	gene	28906276	28906405	-
677825	SNORA44	small nucleolar RNA%2C H/ACA box 44	1	gene	28906893	28907024	-
692073	SNORA16A	small nucleolar RNA%2C H/ACA box 16A	1	gene	28907432	28907565	-
115273	RAB42	RAB42%2C member RAS oncogene family	1	gene	28918712	28921098	+
6883	TAF12	TATA-box binding protein associated factor 12	1	gene	28929608	28969604	-
26824	RNU11	RNA%2C U11 small nuclear	1	gene	28975112	28975246	+
10691	GMEB1	glucocorticoid modulatory element binding protein 1	1	gene	28995240	29042115	+
51441	YTHDF2	YTH N6-methyladenosine RNA binding protein 2	1	gene	29063133	29096287	+
4985	OPRD1	opioid receptor delta 1	1	gene	29138654	29190208	+
2035	EPB41	erythrocyte membrane protein band 4.1	1	gene	29213603	29446558	+
399474	TMEM200B	transmembrane protein 200B	1	gene	29445937	29450421	-
6429	SRSF4	serine and arginine rich splicing factor 4	1	gene	29474250	29508637	-
51102	MECR	mitochondrial trans-2-enoyl-CoA reductase	1	gene	29519169	29557470	-
10076	PTPRU	protein tyrosine phosphatase%2C receptor type U	1	gene	29563028	29653325	+
101928460	LINC01756	long intergenic non-protein coding RNA 1756	1	gene	29656132	29676626	-
101929406	LINC01648	long intergenic non-protein coding RNA 1648	1	gene	30486799	30510459	-
4146	MATN1	matrilin 1%2C cartilage matrix protein	1	gene	31184124	31196432	-
100129196	MATN1-AS1	MATN1 antisense RNA 1	1	gene	31191619	31199593	+
7805	LAPTM5	lysosomal protein transmembrane 5	1	gene	31205315	31230683	-
100616164	MIR4420	microRNA 4420	1	gene	31212003	31212079	-
9672	SDC3	syndecan 3	1	gene	31342313	31381480	-
9698	PUM1	pumilio RNA binding family member 1	1	gene	31404353	31538564	-
692234	SNORD103A	small nucleolar RNA%2C C/D box 103A	1	gene	31408536	31408623	-
692235	SNORD103B	small nucleolar RNA%2C C/D box 103B	1	gene	31421965	31422052	-
692200	SNORD103C	small nucleolar RNA%2C C/D box 103C	1	gene	31441010	31441084	-
79570	NKAIN1	Sodium/potassium transporting ATPase interacting 1	1	gene	31652592	31712734	-
9410	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	1	gene	31732415	31769644	-
51538	ZCCHC17	zinc finger CCHC-type containing 17	1	gene	31769829	31837800	+
2170	FABP3	fatty acid binding protein 3	1	gene	31838100	31846135	-
347735	SERINC2	serine incorporator 2	1	gene	31882412	31907527	+
284551	LINC01226	long intergenic non-protein coding RNA 1226	1	gene	31984036	31989846	+
64129	TINAGL1	tubulointerstitial nephritis antigen like 1	1	gene	32042086	32053287	+
3061	HCRTR1	hypocretin receptor 1	1	gene	32083301	32092919	+
553115	PEF1	penta-EF-hand domain containing 1	1	gene	32095463	32110838	-
1307	COL16A1	collagen type XVI alpha 1 chain	1	gene	32117848	32169768	-
576	ADGRB2	adhesion G protein-coupled receptor B2	1	gene	32192706	32229664	-
100423028	MIR4254	microRNA 4254	1	gene	32224261	32224336	-
90853	SPOCD1	SPOC domain containing 1	1	gene	32256023	32281652	-
8073	PTP4A2	protein tyrosine phosphatase type IVA%2C member 2	1	gene	32372022	32403988	-
10657	KHDRBS1	KH RNA binding domain containing%2C signal transduction associated 1	1	gene	32479295	32526460	+
55116	TMEM39B	transmembrane protein 39B	1	gene	32537632	32568467	+
100847018	MIR5585	microRNA 5585	1	gene	32552550	32552608	+
23633	KPNA6	karyopherin subunit alpha 6	1	gene	32573644	32642169	+
200081	TXLNA	taxilin alpha	1	gene	32645345	32663886	+
79140	CCDC28B	coiled-coil domain containing 28B	1	gene	32665987	32670991	+
55721	IQCC	IQ motif containing C	1	gene	32671236	32674288	+
149069	DCDC2B	doublecortin domain containing 2B	1	gene	32674695	32681797	+
56063	TMEM234	transmembrane protein 234	1	gene	32680078	32687972	-
8668	EIF3I	eukaryotic translation initiation factor 3 subunit I	1	gene	32687185	32697205	+
84734	FAM167B	family with sequence similarity 167 member B	1	gene	32712818	32714461	+
3932	LCK	LCK proto-oncogene%2C Src family tyrosine kinase	1	gene	32716840	32751768	+
3065	HDAC1	histone deacetylase 1	1	gene	32757708	32799224	+
65108	MARCKSL1	MARCKS like 1	1	gene	32799430	32801840	-
100128071	FAM229A	family with sequence similarity 229 member A	1	gene	32826871	32827844	-
81629	TSSK3	testis specific serine kinase 3	1	gene	32827862	32829926	+
55108	BSDC1	BSD domain containing 1	1	gene	32830234	32860062	-
728116	ZBTB8B	zinc finger and BTB domain containing 8B	1	gene	32930658	32953460	+
653121	ZBTB8A	zinc finger and BTB domain containing 8A	1	gene	33004746	33071551	+
339487	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	1	gene	33086421	33116191	-
5928	RBBP4	RB binding protein 4%2C chromatin remodeling factor	1	gene	33116749	33151812	+
81493	SYNC	syncoilin%2C intermediate filament protein	1	gene	33145507	33168361	-
57648	KIAA1522	KIAA1522	1	gene	33207512	33240571	+
8565	YARS	tyrosyl-tRNA synthetase	1	gene	33240840	33283633	-
64766	S100PBP	S100P binding protein	1	gene	33283043	33324480	+
252995	FNDC5	fibronectin type III domain containing 5	1	gene	33327869	33338093	-
3208	HPCA	hippocalcin	1	gene	33352098	33360247	+
113452	TMEM54	transmembrane protein 54	1	gene	33360194	33367041	-
127544	RNF19B	ring finger protein 19B	1	gene	33402047	33430414	-
204	AK2	adenylate kinase 2	1	gene	33473541	33502512	-
113451	AZIN2	antizyme inhibitor 2	1	gene	33546714	33586132	+
55223	TRIM62	tripartite motif containing 62	1	gene	33611003	33647671	-
149076	ZNF362	zinc finger protein 362	1	gene	33722174	33766320	+
127550	A3GALT2	alpha 1%2C3-galactosyltransferase 2	1	gene	33772367	33786699	-
1912	PHC2	polyhomeotic homolog 2	1	gene	33789224	33841194	-
100500853	MIR3605	microRNA 3605	1	gene	33797994	33798093	-
101929464	LOC101929464	uncharacterized LOC101929464	1	gene	33815953	33828846	+
7579	ZSCAN20	zinc finger and SCAN domain containing 20	1	gene	33938232	33961995	+
114784	CSMD2	CUB and Sushi multiple domains 2	1	gene	33979599	34631443	-
127540	HMGB4	high mobility group box 4	1	gene	34326076	34330392	+
402779	CSMD2-AS1	CSMD2 antisense RNA 1	1	gene	34334557	34351059	+
84970	C1orf94	chromosome 1 open reading frame 94	1	gene	34632484	34684732	+
693137	MIR552	microRNA 552	1	gene	35135200	35135295	-
2709	GJB5	gap junction protein beta 5	1	gene	35220648	35224113	+
127534	GJB4	gap junction protein beta 4	1	gene	35225342	35229325	+
2707	GJB3	gap junction protein beta 3	1	gene	35246790	35251967	+
2701	GJA4	gap junction protein alpha 4	1	gene	35258599	35261348	+
113444	SMIM12	small integral membrane protein 12	1	gene	35315963	35325417	-
58512	DLGAP3	DLG associated protein 3	1	gene	35331037	35395186	-
653160	LOC653160	uncharacterized LOC653160	1	gene	35441300	35444307	-
100506144	TMEM35B	transmembrane protein 35B	1	gene	35447127	35450948	-
9204	ZMYM6	zinc finger MYM-type containing 6	1	gene	35451766	35497569	-
79830	ZMYM1	zinc finger MYM-type containing 1	1	gene	35525387	35581460	+
6421	SFPQ	splicing factor proline and glutamine rich	1	gene	35641979	35658746	-
9202	ZMYM4	zinc finger MYM-type containing 4	1	gene	35734568	35887545	+
79932	KIAA0319L	KIAA0319 like	1	gene	35899091	36023037	-
23154	NCDN	neurochondrin	1	gene	36023393	36032380	+
339488	TFAP2E	transcription factor AP-2 epsilon	1	gene	36038971	36060929	+
5690	PSMB2	proteasome subunit beta 2	1	gene	36065142	36107445	-
127703	C1orf216	chromosome 1 open reading frame 216	1	gene	36179477	36184790	-
63967	CLSPN	claspin	1	gene	36185819	36235551	-
192670	AGO4	argonaute 4%2C RISC catalytic component	1	gene	36273828	36323491	+
26523	AGO1	argonaute 1%2C RISC catalytic component	1	gene	36335409	36389900	+
192669	AGO3	argonaute 3%2C RISC catalytic component	1	gene	36396683	36522063	+
27285	TEKT2	tektin 2	1	gene	36549676	36553876	+
54936	ADPRHL2	ADP-ribosylhydrolase like 2	1	gene	36554453	36559533	+
1296	COL8A2	collagen type VIII alpha 2 chain	1	gene	36560837	36590685	-
27095	TRAPPC3	trafficking protein particle complex 3	1	gene	36602170	36621654	-
55700	MAP7D1	MAP7 domain containing 1	1	gene	36621566	36646450	+
9967	THRAP3	thyroid hormone receptor associated protein 3	1	gene	36690013	36770958	+
79729	SH3D21	SH3 domain containing 21	1	gene	36771994	36786948	+
55194	EVA1B	eva-1 homolog B	1	gene	36787631	36789755	-
83931	STK40	serine/threonine kinase 40	1	gene	36805220	36851528	-
84967	LSM10	LSM10%2C U7 small nuclear RNA associated	1	gene	36859021	36863560	-
127700	OSCP1	organic solute carrier partner 1	1	gene	36883507	36916086	-
64960	MRPS15	mitochondrial ribosomal protein S15	1	gene	36921362	36930040	-
1441	CSF3R	colony stimulating factor 3 receptor	1	gene	36931644	36948915	-
